Ensembl Gene ID	Chromosome Name	Gene Start (bp)	Gene End (bp)	Strand
ENSMUSG00000052155	2	48669629	48758789	1
ENSMUSG00000000876	2	154411494	154429444	-1
ENSMUSG00000026872	2	44839154	44972915	-1
ENSMUSG00000018698	11	84331479	84338923	-1
ENSMUSG00000067996	2	154132963	154146382	1
ENSMUSG00000027485	2	154016554	154046105	1
ENSMUSG00000027484	2	153988343	153994186	1
ENSMUSG00000027483	2	153968616	153974955	1
ENSMUSG00000027482	2	153956072	153964092	1
ENSMUSG00000078998	2	153800681	153826231	1
ENSMUSG00000034940	11	83777930	83858080	1
ENSMUSG00000020677	11	83755564	83776590	1
ENSMUSG00000068009	2	153726124	153738531	1
ENSMUSG00000027481	2	153700781	153721006	1
ENSMUSG00000062997	2	38857100	38861144	-1
ENSMUSG00000000983	11	83522517	83524850	1
ENSMUSG00000046618	2	38787498	38819273	1
ENSMUSG00000018927	11	83401384	83406589	-1
ENSMUSG00000026751	2	38548176	38570062	-1
ENSMUSG00000020686	11	83235404	83242957	-1
ENSMUSG00000035392	2	37654510	38142910	-1
ENSMUSG00000035152	11	83115985	83218537	1
ENSMUSG00000046020	2	153067269	153095983	1
ENSMUSG00000074671	2	153048106	153051177	-1
ENSMUSG00000020692	11	82714270	82721913	-1
ENSMUSG00000050212	4	125824988	125827119	1
ENSMUSG00000027465	2	152119564	152139732	1
ENSMUSG00000042608	4	125781201	125818273	1
ENSMUSG00000017692	11	80114414	80169457	1
ENSMUSG00000042616	4	125735809	125769439	1
ENSMUSG00000074698	2	152052575	152107588	1
ENSMUSG00000068079	2	151969297	151974833	1
ENSMUSG00000028861	4	125724169	125732776	1
ENSMUSG00000026880	2	35169506	35192529	-1
ENSMUSG00000027463	2	151822247	151834994	1
ENSMUSG00000001985	4	125167944	125391417	1
ENSMUSG00000027460	2	151736943	151771073	1
ENSMUSG00000032852	2	151668663	151700404	1
ENSMUSG00000017686	11	80022521	80081409	1
ENSMUSG00000017550	11	79902902	79949296	1
ENSMUSG00000028873	4	124595709	124616555	-1
ENSMUSG00000027452	2	150443841	150494236	-1
ENSMUSG00000017677	11	79052874	79068173	-1
ENSMUSG00000068130	2	150232877	150277222	-1
ENSMUSG00000063364	2	150136671	150188501	-1
ENSMUSG00000018334	11	78826942	78959909	-1
ENSMUSG00000074837	2	150004618	150005415	-1
ENSMUSG00000068134	2	149940142	149962444	-1
ENSMUSG00000074737	2	149656260	149656949	-1
ENSMUSG00000074736	2	149654947	149830128	1
ENSMUSG00000020826	11	78734289	78773756	1
ENSMUSG00000049489	11	78564009	78565231	-1
ENSMUSG00000027442	2	148624521	148631331	1
ENSMUSG00000017376	11	78380670	78510927	-1
ENSMUSG00000001105	11	78349863	78355239	1
ENSMUSG00000026867	2	34531704	34625210	-1
ENSMUSG00000017615	11	78336352	78349834	-1
ENSMUSG00000074743	2	148230207	148233924	-1
ENSMUSG00000001103	11	78316951	78318415	1
ENSMUSG00000038718	2	34026977	34228660	-1
ENSMUSG00000037025	2	147868613	147872782	-1
ENSMUSG00000038740	2	33585473	33743466	-1
ENSMUSG00000027434	2	147003284	147019979	-1
ENSMUSG00000032726	4	122989888	123020495	-1
ENSMUSG00000041958	11	78141917	78156284	1
ENSMUSG00000032744	4	122910799	122927118	1
ENSMUSG00000017390	11	78136470	78141283	1
ENSMUSG00000046093	4	122860470	122871944	1
ENSMUSG00000038860	2	32841886	32987174	-1
ENSMUSG00000068154	2	146047657	146050752	1
ENSMUSG00000002384	4	122782408	122809342	1
ENSMUSG00000028653	4	122693840	122732192	1
ENSMUSG00000028654	4	122672895	122679728	1
ENSMUSG00000028655	4	122624093	122638431	-1
ENSMUSG00000028656	4	122536290	122563299	-1
ENSMUSG00000044122	11	78006894	78019263	1
ENSMUSG00000038987	2	32632901	32639948	-1
ENSMUSG00000002059	11	78001932	78005695	1
ENSMUSG00000078575	4	121286876	121294708	-1
ENSMUSG00000058546	11	77994434	77997086	-1
ENSMUSG00000039021	2	32612546	32631153	-1
ENSMUSG00000017405	11	77979608	77990177	-1
ENSMUSG00000027428	2	144368001	144376605	-1
ENSMUSG00000026814	2	32502115	32538189	1
ENSMUSG00000027425	2	144194719	144233412	1
ENSMUSG00000028633	4	120212473	120242881	-1
ENSMUSG00000090453	2	32442060	32443878	-1
ENSMUSG00000091688	4	119487167	119545940	1
ENSMUSG00000032978	4	119329212	119331559	-1
ENSMUSG00000015932	2	143741056	143769060	1
ENSMUSG00000026820	2	32251416	32258259	1
ENSMUSG00000048899	4	119137888	119165233	-1
ENSMUSG00000028730	4	118227156	118293382	-1
ENSMUSG00000020843	11	76220454	76229794	1
ENSMUSG00000006389	4	118115020	118130118	-1
ENSMUSG00000039943	2	135484747	135840329	1
ENSMUSG00000050592	2	31905575	31940377	-1
ENSMUSG00000020844	11	76070700	76212642	-1
ENSMUSG00000038046	11	76057217	76064121	1
ENSMUSG00000001855	2	31829956	31909495	1
ENSMUSG00000026840	2	31742811	31802059	1
ENSMUSG00000043102	2	31661686	31666100	-1
ENSMUSG00000033295	4	117880818	117964010	-1
ENSMUSG00000028680	4	116801260	116806568	-1
ENSMUSG00000047671	4	116799399	116801343	1
ENSMUSG00000000753	11	75223271	75236203	-1
ENSMUSG00000091273	5	16729528	16733752	-1
ENSMUSG00000089871	5	15186528	15220414	1
ENSMUSG00000090793	5	13811211	13814452	1
ENSMUSG00000091817	5	10537285	10539532	1
ENSMUSG00000086115	5	9353759	9354000	1
ENSMUSG00000089926	5	9264222	9266022	-1
ENSMUSG00000073774	4	115557005	115562131	1
ENSMUSG00000027408	2	130216511	130223310	-1
ENSMUSG00000062353	5	3236389	3236907	1
ENSMUSG00000090701	5	3070743	3072522	1
ENSMUSG00000091794	5	152364236	152389499	-1
ENSMUSG00000016128	5	151840203	152036411	-1
ENSMUSG00000034021	5	151476314	151613265	1
ENSMUSG00000057778	11	72590734	72609644	-1
ENSMUSG00000027405	2	130100166	130105049	1
ENSMUSG00000028713	4	115297303	115320322	-1
ENSMUSG00000056602	5	150921242	151300327	1
ENSMUSG00000028715	4	115158805	115168747	-1
ENSMUSG00000040447	11	72265140	72303463	-1
ENSMUSG00000066071	4	114971651	115005420	1
ENSMUSG00000028718	4	114672723	114715801	1
ENSMUSG00000027397	2	129024500	129037352	1
ENSMUSG00000037938	2	128955436	128959870	1
ENSMUSG00000070867	4	114079329	114287703	1
ENSMUSG00000042817	5	148142317	148212065	-1
ENSMUSG00000029644	5	148081707	148086725	1
ENSMUSG00000074812	2	128416945	128424200	1
ENSMUSG00000043535	2	28979701	29037991	1
ENSMUSG00000041505	5	147325701	147328300	1
ENSMUSG00000079094	5	147302938	147305530	1
ENSMUSG00000029636	5	147196561	147283987	1
ENSMUSG00000026803	2	28915782	28943176	1
ENSMUSG00000028546	4	109876327	110024516	-1
ENSMUSG00000047143	4	109650658	109656292	1
ENSMUSG00000027378	2	127566468	127614633	-1
ENSMUSG00000029635	5	147042806	147114450	1
ENSMUSG00000027375	2	127458962	127482431	-1
ENSMUSG00000029634	5	147020768	147033131	-1
ENSMUSG00000026806	2	28695926	28761091	1
ENSMUSG00000079096	5	146979552	146996880	-1
ENSMUSG00000061292	5	146890834	146924861	1
ENSMUSG00000057054	11	70501863	70513657	-1
ENSMUSG00000028555	4	109079228	109117350	1
ENSMUSG00000007812	5	145992592	146008175	1
ENSMUSG00000027376	2	127352209	127367203	-1
ENSMUSG00000028552	4	108952873	109060422	1
ENSMUSG00000029627	5	145955815	145962751	-1
ENSMUSG00000079056	2	127282234	127347830	-1
ENSMUSG00000001999	2	126896401	126922820	1
ENSMUSG00000020830	11	70327018	70328118	-1
ENSMUSG00000038859	5	145025395	145118981	-1
ENSMUSG00000063800	4	108235777	108251941	-1
ENSMUSG00000001998	2	126834453	126895550	1
ENSMUSG00000040829	11	70272935	70279704	1
ENSMUSG00000028597	4	108072995	108079566	-1
ENSMUSG00000048351	4	108000745	108014149	1
ENSMUSG00000052271	5	144951155	144955310	1
ENSMUSG00000038970	5	144861305	144949073	1
ENSMUSG00000034636	4	107902329	107973701	-1
ENSMUSG00000075569	5	144693904	144746588	1
ENSMUSG00000028465	4	43544385	43575563	-1
ENSMUSG00000027365	2	126617301	126701966	-1
ENSMUSG00000079109	5	144670833	144698178	1
ENSMUSG00000010044	9	107449639	107453650	1
ENSMUSG00000010057	9	107444540	107448035	1
ENSMUSG00000037190	9	107441342	107444196	-1
ENSMUSG00000000320	11	70054959	70068855	-1
ENSMUSG00000010045	9	107436276	107440987	1
ENSMUSG00000027364	2	126534832	126609196	-1
ENSMUSG00000028464	4	43527583	43536637	-1
ENSMUSG00000000889	2	27020753	27038720	1
ENSMUSG00000028603	4	107716444	107817603	-1
ENSMUSG00000028600	4	107687396	107704942	-1
ENSMUSG00000028989	4	147869292	147874569	-1
ENSMUSG00000029587	5	143996842	144010513	1
ENSMUSG00000049897	2	26789567	26809016	1
ENSMUSG00000020886	11	69830587	69859034	1
ENSMUSG00000032577	9	107157258	107192208	-1
ENSMUSG00000050855	7	30618639	30638688	-1
ENSMUSG00000028459	4	43459334	43467500	-1
ENSMUSG00000027207	2	125684845	125810035	1
ENSMUSG00000066640	5	143628625	143657100	-1
ENSMUSG00000034762	4	107107196	107307666	1
ENSMUSG00000079129	5	143285577	143289234	-1
ENSMUSG00000046908	14	56384799	56387331	1
ENSMUSG00000018565	11	69781724	69796019	-1
ENSMUSG00000057375	4	106986968	107032428	1
ENSMUSG00000090171	1	90097176	90115572	1
ENSMUSG00000039623	5	142939885	142954669	1
ENSMUSG00000041544	4	147610966	147662074	-1
ENSMUSG00000063172	4	106926198	106952543	1
ENSMUSG00000090175	1	89967375	90115572	1
ENSMUSG00000018570	11	69710854	69714489	-1
ENSMUSG00000027202	2	124978241	125055738	1
ENSMUSG00000074872	2	124962428	124973575	1
ENSMUSG00000090165	1	89951963	90115579	1
ENSMUSG00000046731	11	69691767	69694487	-1
ENSMUSG00000045322	9	106124929	106129207	1
ENSMUSG00000026924	2	26264951	26300736	-1
ENSMUSG00000010376	14	56281102	56290743	-1
ENSMUSG00000007591	14	56269019	56271376	1
ENSMUSG00000029557	5	140803628	140807852	-1
ENSMUSG00000027796	3	54559504	54605179	1
ENSMUSG00000035183	2	124893860	124914413	1
ENSMUSG00000070394	11	69652016	69653120	1
ENSMUSG00000030591	7	29959207	29965692	-1
ENSMUSG00000026926	2	26244859	26252642	1
ENSMUSG00000020258	9	106055188	106060469	-1
ENSMUSG00000034871	4	106406494	106420897	1
ENSMUSG00000053647	5	139899105	139903752	1
ENSMUSG00000036002	4	43045286	43059092	-1
ENSMUSG00000044197	5	139853696	139872369	1
ENSMUSG00000047502	4	106353022	106403530	-1
ENSMUSG00000030967	7	140122825	140178074	1
ENSMUSG00000047586	7	29328615	29332273	-1
ENSMUSG00000084174	7	29325904	29327229	1
ENSMUSG00000020899	11	68799199	68824788	-1
ENSMUSG00000036073	4	41702101	41705998	1
ENSMUSG00000070619	4	143947845	143954322	1
ENSMUSG00000060791	7	29222466	29233252	1
ENSMUSG00000029451	4	143436400	143443540	1
ENSMUSG00000073791	4	99495889	99585393	1
ENSMUSG00000037892	3	49547218	49561238	-1
ENSMUSG00000090919	3	46246119	46251863	-1
ENSMUSG00000037922	3	135716327	135989030	-1
ENSMUSG00000079103	2	120919301	120935531	-1
ENSMUSG00000037552	7	29144623	29157681	-1
ENSMUSG00000070891	4	98962591	98963382	1
ENSMUSG00000070892	4	98939362	98941836	1
ENSMUSG00000046207	11	68316521	68366200	1
ENSMUSG00000066031	4	143379237	143385488	1
ENSMUSG00000042351	15	80453935	80480989	1
ENSMUSG00000046435	4	143309358	143319061	1
ENSMUSG00000043154	9	101007322	101154162	-1
ENSMUSG00000066415	9	100978451	101007114	1
ENSMUSG00000079174	5	137632985	137634856	-1
ENSMUSG00000061322	4	41516808	41585191	1
ENSMUSG00000040701	14	55717415	55725430	-1
ENSMUSG00000040721	14	55680498	55710885	-1
ENSMUSG00000030861	7	138554115	138589725	1
ENSMUSG00000037411	5	137537374	137548142	-1
ENSMUSG00000042406	15	80085614	80087970	1
ENSMUSG00000020904	11	67738308	67779153	-1
ENSMUSG00000004849	5	137510863	137522005	-1
ENSMUSG00000073726	4	143101215	143107736	1
ENSMUSG00000037428	5	137506165	137509221	1
ENSMUSG00000026490	1	181890603	182095734	1
ENSMUSG00000036646	2	25187858	25207732	1
ENSMUSG00000020905	11	67668025	67735655	-1
ENSMUSG00000073486	1	181733507	181734807	1
ENSMUSG00000003438	7	29090535	29097091	-1
ENSMUSG00000033044	11	67611689	67629507	1
ENSMUSG00000020907	11	67508828	67516835	1
ENSMUSG00000063179	7	138514655	138531353	1
ENSMUSG00000045520	3	135390302	135391702	1
ENSMUSG00000047799	4	143027067	143040227	-1
ENSMUSG00000030858	7	138469613	138470839	-1
ENSMUSG00000073794	4	98485166	98490531	-1
ENSMUSG00000028443	4	41412184	41427959	1
ENSMUSG00000049928	11	67475004	67584655	-1
ENSMUSG00000035407	4	98421589	98484228	-1
ENSMUSG00000022415	15	79921764	79949931	1
ENSMUSG00000046750	7	29069671	29076205	-1
ENSMUSG00000040205	7	138452069	138465806	-1
ENSMUSG00000078233	3	41089983	41094512	-1
ENSMUSG00000046862	4	143002329	143010994	1
ENSMUSG00000019054	5	137429145	137442104	1
ENSMUSG00000049940	3	40870248	40886968	-1
ENSMUSG00000041805	4	142984331	142990063	1
ENSMUSG00000028584	4	142939660	142960935	1
ENSMUSG00000028163	3	135247619	135354511	-1
ENSMUSG00000028583	4	142857334	142889467	-1
ENSMUSG00000087236	1	181625428	181675316	-1
ENSMUSG00000026239	1	88439569	88479204	-1
ENSMUSG00000067125	1	88370234	88370581	1
ENSMUSG00000070287	9	100452612	100471504	-1
ENSMUSG00000026965	2	25127998	25141435	1
ENSMUSG00000038936	1	181598341	181617320	1
ENSMUSG00000028437	4	41296029	41337558	1
ENSMUSG00000005057	5	136694019	136720773	-1
ENSMUSG00000027284	2	120541890	120675864	-1
ENSMUSG00000040752	14	55560758	55585764	-1
ENSMUSG00000048707	2	25118118	25125406	1
ENSMUSG00000078820	11	66994965	67015358	-1
ENSMUSG00000044244	9	100358138	100387207	-1
ENSMUSG00000078201	2	25110959	25111872	1
ENSMUSG00000028164	3	135148575	135234368	1
ENSMUSG00000089837	15	79620105	79664667	-1
ENSMUSG00000039754	5	136612016	136617485	1
ENSMUSG00000030603	7	28826726	28835120	-1
ENSMUSG00000063047	7	28747727	28759804	-1
ENSMUSG00000040616	4	141586907	141640219	-1
ENSMUSG00000027285	2	120435119	120447296	1
ENSMUSG00000059676	3	93474184	93475418	-1
ENSMUSG00000050189	7	137914152	137916166	-1
ENSMUSG00000075392	1	181450388	181451039	-1
ENSMUSG00000030604	7	28592223	28603811	1
ENSMUSG00000030852	7	137720998	137908298	1
ENSMUSG00000028433	4	41141346	41222177	-1
ENSMUSG00000041959	3	93359002	93368565	1
ENSMUSG00000036241	4	41082776	41140413	1
ENSMUSG00000050150	3	135010993	135060791	1
ENSMUSG00000069844	11	66866172	66880572	1
ENSMUSG00000038792	14	25436790	25440915	1
ENSMUSG00000090887	3	93187129	93198863	-1
ENSMUSG00000090173	11	62660571	62690967	1
ENSMUSG00000032456	9	98187854	98320946	1
ENSMUSG00000091001	14	5317110	5318301	-1
ENSMUSG00000090465	14	4895752	4896235	-1
ENSMUSG00000079392	14	4554694	4555009	1
ENSMUSG00000079390	14	4322186	4322663	-1
ENSMUSG00000091672	14	4081464	4081968	1
ENSMUSG00000090423	14	3818820	3820023	1
ENSMUSG00000091339	14	3787236	3787716	-1
ENSMUSG00000091249	14	3585463	3586669	-1
ENSMUSG00000042055	7	136735377	136779252	1
ENSMUSG00000040013	5	135767574	135825895	-1
ENSMUSG00000090286	14	124404577	124406851	1
ENSMUSG00000010830	15	79346838	79358169	1
ENSMUSG00000006386	4	94405980	94541667	1
ENSMUSG00000011751	7	28141402	28232705	-1
ENSMUSG00000046417	11	62418386	62462025	-1
ENSMUSG00000036850	2	24829637	24830618	-1
ENSMUSG00000049799	4	94303344	94316835	-1
ENSMUSG00000062933	9	96796033	96796754	1
ENSMUSG00000028032	3	131227732	131306634	1
ENSMUSG00000042549	11	60734419	60745369	-1
ENSMUSG00000026975	2	24817920	24827683	1
ENSMUSG00000082904	11	60442084	60442465	-1
ENSMUSG00000042622	15	79177971	79189502	1
ENSMUSG00000042207	1	136456748	136529454	1
ENSMUSG00000084273	11	60385125	60385712	-1
ENSMUSG00000084249	11	60262712	60263472	-1
ENSMUSG00000046367	1	136437522	136443599	-1
ENSMUSG00000083412	11	60260245	60260686	1
ENSMUSG00000043587	9	96723763	96793088	-1
ENSMUSG00000082148	11	60156747	60157708	1
ENSMUSG00000026974	2	24805312	24817595	1
ENSMUSG00000070900	4	94223237	94223769	1
ENSMUSG00000040761	4	141023805	141094512	-1
ENSMUSG00000026504	1	178744791	178950568	1
ENSMUSG00000032925	14	124059193	124374840	1
ENSMUSG00000083234	11	59295475	59295779	1
ENSMUSG00000072898	11	59021748	59022222	-1
ENSMUSG00000042244	3	91818505	91835504	1
ENSMUSG00000091175	3	90892059	90894727	-1
ENSMUSG00000085379	11	58779250	58791552	-1
ENSMUSG00000066107	4	91857435	91858440	-1
ENSMUSG00000026972	2	24780872	24790772	-1
ENSMUSG00000037884	3	40403806	40421834	-1
ENSMUSG00000022175	14	55083001	55090334	1
ENSMUSG00000081287	11	58290854	58291659	-1
ENSMUSG00000081223	11	57910606	57911275	-1
ENSMUSG00000086666	11	57783746	57786636	-1
ENSMUSG00000084223	11	57694398	57694688	1
ENSMUSG00000028410	4	40669183	40684182	1
ENSMUSG00000085719	11	57437200	57462996	-1
ENSMUSG00000086028	11	57386014	57388097	1
ENSMUSG00000089832	7	28127152	28142438	-1
ENSMUSG00000042105	7	135754842	135839939	1
ENSMUSG00000081749	11	56272851	56273576	1
ENSMUSG00000083363	11	55368442	55368911	1
ENSMUSG00000086460	11	55328348	55341217	1
ENSMUSG00000081107	11	55277342	55277511	-1
ENSMUSG00000026224	1	87825058	87837199	1
ENSMUSG00000032988	15	79081444	79085191	-1
ENSMUSG00000084980	11	55005221	55011366	-1
ENSMUSG00000007207	5	135499352	135526970	1
ENSMUSG00000080738	11	54937197	54937439	1
ENSMUSG00000044751	11	54931603	54932297	-1
ENSMUSG00000056071	3	90496554	90499643	-1
ENSMUSG00000084212	11	54217642	54217939	1
ENSMUSG00000006215	4	141000569	141023845	1
ENSMUSG00000032413	9	96439719	96532036	-1
ENSMUSG00000040532	5	135485022	135488045	1
ENSMUSG00000086209	11	53991274	54026787	-1
ENSMUSG00000070637	4	140988587	140992020	-1
ENSMUSG00000047501	5	135420996	135422804	-1
ENSMUSG00000000958	14	54989128	55032856	-1
ENSMUSG00000006221	4	140976694	140981226	1
ENSMUSG00000030846	7	135583291	135605231	-1
ENSMUSG00000044303	4	88920377	88940557	-1
ENSMUSG00000041084	3	130398839	130412362	-1
ENSMUSG00000026223	1	87790856	87805250	1
ENSMUSG00000082271	11	53715692	53717070	1
ENSMUSG00000053740	18	14728622	14730186	1
ENSMUSG00000037475	X	39148168	39273851	-1
ENSMUSG00000024423	18	13130761	13151457	1
ENSMUSG00000014075	16	32419788	32429185	1
ENSMUSG00000014074	16	32277545	32301520	1
ENSMUSG00000075269	16	32186278	32186976	1
ENSMUSG00000021684	13	95794409	96020291	-1
ENSMUSG00000022770	16	31663529	31873436	1
ENSMUSG00000035329	12	60301642	60320712	-1
ENSMUSG00000024410	18	12327226	12348506	1
ENSMUSG00000027009	2	79095583	79173280	1
ENSMUSG00000042043	13	95558898	95612854	1
ENSMUSG00000016534	X	35754534	35809631	-1
ENSMUSG00000049411	18	12139812	12279989	-1
ENSMUSG00000040957	18	11997729	12104136	1
ENSMUSG00000021000	12	60230733	60291207	1
ENSMUSG00000035349	12	60196786	60210117	1
ENSMUSG00000041238	18	11791785	11901716	1
ENSMUSG00000079626	X	35239616	35250409	-1
ENSMUSG00000075286	16	29958579	29962393	-1
ENSMUSG00000047879	18	9995430	10045117	-1
ENSMUSG00000031430	X	137442147	137474011	1
ENSMUSG00000079628	X	35061008	35065834	-1
ENSMUSG00000024287	18	9958178	9995482	1
ENSMUSG00000000266	X	137199138	137302254	1
ENSMUSG00000079631	X	34995516	35000003	1
ENSMUSG00000036855	18	9278605	9282807	-1
ENSMUSG00000036904	18	9212854	9216199	1
ENSMUSG00000001497	12	57792754	57813809	1
ENSMUSG00000058669	12	57712376	57714271	-1
ENSMUSG00000001496	12	57632922	57637895	-1
ENSMUSG00000071772	X	34956526	34965589	1
ENSMUSG00000031432	X	136991152	137010679	1
ENSMUSG00000021028	12	57429293	57446881	-1
ENSMUSG00000063709	X	34944975	34956316	1
ENSMUSG00000079634	X	34907917	34912222	1
ENSMUSG00000072944	X	136541344	136597251	-1
ENSMUSG00000079636	X	34873092	34888471	1
ENSMUSG00000051065	16	28826262	28929784	-1
ENSMUSG00000079637	X	34868166	34872882	1
ENSMUSG00000021690	13	94204165	94269644	-1
ENSMUSG00000079638	X	34826612	34831313	1
ENSMUSG00000031512	8	11840474	11855761	1
ENSMUSG00000079639	X	34805370	34810131	1
ENSMUSG00000059626	X	34789914	34798974	1
ENSMUSG00000073243	X	34748497	34751036	-1
ENSMUSG00000036537	X	34731240	34732457	1
ENSMUSG00000038127	16	27388955	27452304	1
ENSMUSG00000047230	X	136335367	136345925	1
ENSMUSG00000038148	16	26463221	26482851	1
ENSMUSG00000022512	16	26356728	26371927	-1
ENSMUSG00000021027	12	56703916	56922154	-1
ENSMUSG00000046957	13	93344586	93346187	-1
ENSMUSG00000051257	X	135868222	135872708	1
ENSMUSG00000021024	12	56485209	56519441	1
ENSMUSG00000006740	18	6201000	6242172	-1
ENSMUSG00000042515	X	135744581	135772874	1
ENSMUSG00000031270	X	135620782	135627944	1
ENSMUSG00000034953	12	56300579	56318129	1
ENSMUSG00000045969	8	11556066	11563250	1
ENSMUSG00000073083	12	56225515	56243065	1
ENSMUSG00000022885	16	23224813	23360421	1
ENSMUSG00000071686	X	134742704	134744119	-1
ENSMUSG00000056228	8	11514021	11550771	-1
ENSMUSG00000002731	2	76467955	76486072	-1
ENSMUSG00000089768	X	133508561	133511413	-1
ENSMUSG00000016308	X	34414353	34424210	1
ENSMUSG00000043463	X	133392686	133403294	-1
ENSMUSG00000024233	18	4165830	4182230	1
ENSMUSG00000042369	2	76208041	76221825	1
ENSMUSG00000075271	2	75817163	75820024	-1
ENSMUSG00000015839	2	75513570	75542698	-1
ENSMUSG00000027099	2	74663860	74716488	1
ENSMUSG00000050368	2	74529948	74533160	1
ENSMUSG00000001823	2	74512986	74515763	1
ENSMUSG00000009207	2	74358348	74417492	-1
ENSMUSG00000027107	2	73401272	73418395	-1
ENSMUSG00000041777	2	73121162	73150758	-1
ENSMUSG00000068859	2	73109982	73122763	1
ENSMUSG00000027108	2	72930858	73056981	-1
ENSMUSG00000055612	2	72314216	72324950	1
ENSMUSG00000049044	2	71819272	72095531	1
ENSMUSG00000027111	2	71583673	71696473	1
ENSMUSG00000027018	2	71227015	71279679	1
ENSMUSG00000047040	11	96789418	96799144	1
ENSMUSG00000040164	2	163989355	163996849	-1
ENSMUSG00000057058	11	96325907	96620791	1
ENSMUSG00000018326	2	163820696	163844324	1
ENSMUSG00000035226	2	163685487	163744419	-1
ENSMUSG00000014349	11	95908746	95926702	-1
ENSMUSG00000058812	2	163470586	163471536	1
ENSMUSG00000017707	2	163449008	163470867	-1
ENSMUSG00000078949	2	163318054	163328348	1
ENSMUSG00000048486	2	163292115	163298365	-1
ENSMUSG00000045075	11	95558208	95560457	-1
ENSMUSG00000035399	2	163231558	163250433	-1
ENSMUSG00000017858	2	162843090	162871877	1
ENSMUSG00000020873	11	95246006	95253090	1
ENSMUSG00000005232	2	69049130	69065898	1
